epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,0.012838979251682758,,,,,
0,70,,,0.03246862441301346,0.03363645076751709,0.03616579622030258,0.03427247330546379,0.03590504825115204
0,70,0.025322886183857918,,,,,,
1,99,,0.011020829901099205,,,,,
1,141,,,0.081532321870327,0.08459402620792389,0.08473388105630875,0.08862373232841492,0.0337931327521801
1,141,0.009333418682217598,,,,,,
2,149,,0.008424696512520313,,,,,
2,199,,0.007241270504891872,,,,,
2,212,,,0.07224766910076141,0.0748988464474678,0.07610269635915756,0.0781310424208641,0.029910968616604805
2,212,0.008249255828559399,,,,,,
3,249,,0.009587917476892471,,,,,
3,283,,,0.019685624167323112,0.020762423053383827,0.0249154232442379,0.02060524933040142,0.016428735107183456
3,283,0.008318264968693256,,,,,,
4,299,,0.006911871023476124,,,,,
4,349,,0.008491256274282932,,,,,
4,354,,,0.08849647641181946,0.09186609834432602,0.09151501953601837,0.09658899158239365,0.041842058300971985
4,354,0.00830087810754776,,,,,,
5,399,,0.006771930027753115,,,,,
5,425,,,0.10493387281894684,0.10902199149131775,0.10751937329769135,0.11561021953821182,0.04080022871494293
5,425,0.008173373527824879,,,,,,
6,449,,0.008857548236846924,,,,,
6,496,,,0.1308060586452484,0.1360325664281845,0.13276788592338562,0.14624051749706268,0.05199173465371132
6,496,0.008182883262634277,,,,,,
7,499,,0.009168553166091442,,,,,
7,549,,0.005988242104649544,,,,,
7,567,,,0.06522450596094131,0.06758043169975281,0.06912270188331604,0.07023369520902634,0.03317056596279144
7,567,0.007838793098926544,,,,,,
8,599,,0.008509190753102303,,,,,
8,638,,,0.09347737580537796,0.09707069396972656,0.09620965272188187,0.10230672359466553,0.04908626154065132
8,638,0.007740324828773737,,,,,,
9,649,,0.0062176245264709,,,,,
9,699,,0.006661117076873779,,,,,
9,709,,,0.04423391819000244,0.04578453674912453,0.04805382713675499,0.04702935367822647,0.029318666085600853
9,709,0.007733207195997238,,,,,,
10,749,,0.006616227328777313,,,,,
10,780,,,0.1441086083650589,0.1499239057302475,0.1457931250333786,0.16233354806900024,0.06506400555372238
10,780,0.007880473509430885,,,,,,
11,799,,0.007900681346654892,,,,,
11,849,,0.0074573904275894165,,,,,
11,851,,,0.10276701301336288,0.10677085071802139,0.1051739752292633,0.11306484788656235,0.06190783157944679
11,851,0.007764605339616537,,,,,,
12,899,,0.007591909263283014,,,,,
12,922,,,0.11688768118619919,0.12151563912630081,0.11889837682247162,0.12963074445724487,0.0571121908724308
12,922,0.007620766293257475,,,,,,
13,949,,0.007515565492212772,,,,,
13,993,,,0.09936068207025528,0.1032184436917305,0.10178645700216293,0.10910045355558395,0.04362352564930916
13,993,0.007629815023392439,,,,,,
14,999,,0.00709878746420145,,,,,
14,1049,,0.007190738804638386,,,,,
14,1064,,,0.07392438501119614,0.07666973769664764,0.07714282721281052,0.07999274134635925,0.03865348920226097
14,1064,0.007595869712531567,,,,,,
15,1099,,0.00815038476139307,,,,,
15,1135,,,0.10077694058418274,0.10469897091388702,0.10312502831220627,0.1107419803738594,0.047960978001356125
15,1135,0.007658070884644985,,,,,,
16,1149,,0.006434028502553701,,,,,
16,1199,,0.008528802543878555,,,,,
16,1206,,,0.08218038827180862,0.0852866992354393,0.08509533107280731,0.08935230225324631,0.03413296490907669
16,1206,0.007597221527248621,,,,,,
17,1249,,0.007627184968441725,,,,,
17,1277,,,0.08166653662919998,0.0847526416182518,0.08454454690217972,0.0887642577290535,0.039277542382478714
17,1277,0.0075795711018145084,,,,,,
18,1299,,0.008233544416725636,,,,,
18,1348,,,0.09226653724908829,0.09581813961267471,0.09478788077831268,0.10089559853076935,0.05337445065379143
18,1348,0.007546291220933199,,,,,,
19,1349,,0.007225682493299246,,,,,
19,1399,,0.009059043601155281,,,,,
19,1419,,,0.12016534805297852,0.1249382421374321,0.1221013143658638,0.13351397216320038,0.07040920108556747
19,1419,0.007522467989474535,,,,,,
20,1449,,0.006392353679984808,,,,,
20,1490,,,0.08611658215522766,0.08939807116985321,0.08883591741323471,0.09384017437696457,0.03813839703798294
20,1490,0.007545281667262316,,,,,,
21,1499,,0.005719608161598444,,,,,
21,1549,,0.006526591256260872,,,,,
21,1561,,,0.10240515321493149,0.10639772564172745,0.10473238676786423,0.11263715475797653,0.051490407437086105
21,1561,0.007548483554273844,,,,,,
22,1599,,0.007553440984338522,,,,,
22,1632,,,0.08806784451007843,0.09143522381782532,0.09071806073188782,0.09607341140508652,0.0443711020052433
22,1632,0.007500104606151581,,,,,,
23,1649,,0.005323075223714113,,,,,
23,1699,,0.00758490152657032,,,,,
23,1703,,,0.09652647376060486,0.10026297718286514,0.09896931052207947,0.10581362992525101,0.048393987119197845
23,1703,0.007487548049539328,,,,,,
24,1749,,0.006439440418034792,,,,,
24,1774,,,0.08626701682806015,0.08955519646406174,0.08898019045591354,0.09401217848062515,0.04346766322851181
24,1774,0.007498107384890318,,,,,,
25,1799,,0.0066818054765462875,,,,,
25,1845,,,0.09752341359853745,0.1013045459985733,0.0999222844839096,0.10696616023778915,0.04853616654872894
25,1845,0.007481276988983154,,,,,,
26,1849,,0.009396601468324661,,,,,
26,1899,,0.006709447596222162,,,,,
26,1916,,,0.0811205729842186,0.0841815173625946,0.08405022323131561,0.08814506232738495,0.041388846933841705
26,1916,0.0074964300729334354,,,,,,
27,1949,,0.005900176241993904,,,,,
27,1987,,,0.09165798872709274,0.09518246352672577,0.0942072868347168,0.1001959815621376,0.04457816854119301
27,1987,0.0074861240573227406,,,,,,
28,1999,,0.008233660832047462,,,,,
28,2049,,0.008363230153918266,,,,,
28,2058,,,0.095207579433918,0.09888800978660583,0.09765134751796722,0.10428712517023087,0.04942632466554642
28,2058,0.0074616181664168835,,,,,,
29,2099,,0.007724801078438759,,,,,
29,2129,,,0.10363374650478363,0.10768351703882217,0.10587091743946075,0.11406408995389938,0.050776924937963486
29,2129,0.0074709695763885975,,,,,,
30,2149,,0.005850848741829395,,,,,
30,2199,,0.006675642915070057,,,,,
30,2200,,,0.09895778447389603,0.10280180722475052,0.10132062435150146,0.10862834751605988,0.05241897329688072
30,2200,0.007460710126906633,,,,,,
31,2249,,0.007646539714187384,,,,,
31,2271,,,0.09070766717195511,0.09419100731611252,0.09327410906553268,0.09910264611244202,0.04772520437836647
31,2271,0.00748073123395443,,,,,,
32,2299,,0.008110246621072292,,,,,
32,2342,,,0.09092763811349869,0.09442054480314255,0.0934891477227211,0.09935557097196579,0.04474605992436409
32,2342,0.007458987180143595,,,,,,
33,2349,,0.007873197086155415,,,,,
33,2399,,0.007414232008159161,,,,,
33,2413,,,0.09969329088926315,0.10356979072093964,0.10203349590301514,0.10948136448860168,0.05132797732949257
33,2413,0.007456560153514147,,,,,,
34,2449,,0.006292430218309164,,,,,
34,2484,,,0.09657157957553864,0.10031189024448395,0.09897789359092712,0.1058635488152504,0.04728008434176445
34,2484,0.0074767908081412315,,,,,,
35,2499,,0.0071993363089859486,,,,,
35,2549,,0.0077666025608778,,,,,
35,2555,,,0.09271642565727234,0.09628761559724808,0.09522952139377594,0.1014140322804451,0.04693940654397011
35,2555,0.007471390999853611,,,,,,
36,2599,,0.0066995867528021336,,,,,
36,2626,,,0.0879981741309166,0.09136336296796799,0.09063315391540527,0.09599260985851288,0.04371105134487152
36,2626,0.0074615259654819965,,,,,,
37,2649,,0.007142715621739626,,,,,
37,2697,,,0.09508386999368668,0.09875913709402084,0.09752637147903442,0.10414399206638336,0.047948356717824936
37,2697,0.007462065201252699,,,,,,
38,2699,,0.009771551936864853,,,,,
38,2749,,0.0070440941490232944,,,,,
38,2768,,,0.09028469026088715,0.09374995529651642,0.09285403043031693,0.0986160933971405,0.04631058871746063
38,2768,0.00745987705886364,,,,,,
39,2799,,0.00831987801939249,,,,,
39,2839,,,0.09614232927560806,0.09986409544944763,0.09855487942695618,0.10536686331033707,0.04745009168982506
39,2839,0.0074767544865608215,,,,,,
40,2849,,0.0062847137451171875,,,,,
40,2899,,0.006555118598043919,,,,,
40,2910,,,0.09312169253826141,0.09671130031347275,0.09561067074537277,0.10188014060258865,0.047218721359968185
40,2910,0.00746083352714777,,,,,,
41,2949,,0.006741860415786505,,,,,
41,2981,,,0.10105738788843155,0.10499412566423416,0.10335663706064224,0.11106526851654053,0.0508776418864727
41,2981,0.007461961824446917,,,,,,
42,2999,,0.008900871500372887,,,,,
42,3049,,0.007098096422851086,,,,,
42,3052,,,0.09294334799051285,0.0965251475572586,0.09543715417385101,0.1016746386885643,0.048327647149562836
42,3052,0.007448684889823198,,,,,,
43,3099,,0.007272270508110523,,,,,
43,3123,,,0.09541124850511551,0.09910102188587189,0.09784200042486191,0.10452192276716232,0.047285038977861404
43,3123,0.007463057059794664,,,,,,
44,3149,,0.007662229705601931,,,,,
44,3194,,,0.09453485161066055,0.09818629175424576,0.09698743373155594,0.10350990295410156,0.04735402390360832
44,3194,0.007474588695913553,,,,,,
45,3199,,0.00866439938545227,,,,,
45,3249,,0.007272928021848202,,,,,
45,3265,,,0.09656427800655365,0.10030461847782135,0.09896448999643326,0.10585472732782364,0.04782232269644737
45,3265,0.007445651106536388,,,,,,
46,3299,,0.007892979308962822,,,,,
46,3336,,,0.09674766659736633,0.10049621015787125,0.09914037585258484,0.10606670379638672,0.05008252337574959
46,3336,0.007437803316861391,,,,,,
47,3349,,0.00703456299379468,,,,,
47,3399,,0.006976952310651541,,,,,
47,3407,,,0.09383349865674973,0.09745422750711441,0.09630455076694489,0.10270076245069504,0.04715754836797714
47,3407,0.0074456315487623215,,,,,,
48,3449,,0.006746857892721891,,,,,
48,3478,,,0.09783914685249329,0.10163528472185135,0.10020872205495834,0.10733047872781754,0.048698484897613525
48,3478,0.007449579890817404,,,,,,
49,3499,,0.00705932779237628,,,,,
49,3549,,0.0061906855553388596,,,,,
49,3549,,,0.10075683891773224,0.10468055307865143,0.10306042432785034,0.11071578413248062,0.052650414407253265
49,3549,0.007452642545104027,,,,,,
50,3599,,0.0072367251850664616,,,,,
50,3620,,,0.09644269198179245,0.10017765313386917,0.09884706884622574,0.10571417957544327,0.04878630489110947
